Approx net worth,Base case net worth,Difference,APPL price,SMA,MACD,EMA_12,EMA_26
102918002.25000025,102921510.0,-3507.7499997466803,168.7,168.98700000000002,-0.0813366835714362,168.94033697948933,169.02167366306077
102918145.51000026,102921700.0,-3554.489999741316,168.76,168.92200000000003,-0.08969759996131188,168.91259282879867,169.00229042875998
102917972.32000026,102921470.0,-3497.6799997389317,168.71,168.87800000000001,-0.09921458459768928,168.88142470129117,168.98063928588886
102915821.60000025,102918610.0,-2788.3999997526407,168.57,168.817,-0.1167083522233554,168.83351320878484,168.9502215610082
102918442.59000024,102922100.0,-3657.409999758005,168.8,168.776,-0.11073670746031894,168.82835733051024,168.93909403797056
102920805.09000024,102925250.0,-4444.909999758005,169.1,168.791,-0.08086448768915488,168.87014851043173,168.9510129981209
102920220.87000024,102924470.0,-4249.129999756813,168.94,168.809,-0.0693023270400488,168.88089489344225,168.9501972204823
102921529.87000023,102926220.0,-4690.129999771714,169.0,168.80599999999998,-0.05466755927179179,168.89921875598958,168.95388631526137
102921948.19000019,102926780.0,-4831.809999808669,169.14,168.839,-0.031410489832012445,168.93626202429888,168.9676725141309
102919687.8100002,102923750.0,-4062.1899998039007,169.03,168.875,-0.021606113606196686,168.95068325132982,168.97228936493602
102925707.41000019,102931830.0,-6122.589999809861,169.29,168.93400000000003,0.007062341996430632,169.0028858280483,168.99582348605188
102924405.41000018,102930080.0,-5674.589999824762,169.13,168.97099999999998,0.016679367417339108,169.0224418545024,169.00576248708506
102928818.83000019,102936020.0,-7201.169999808073,169.49,169.04899999999998,0.052741944400480634,169.09437387688666,169.04163193248618
102932736.59000018,102941300.0,-8563.40999981761,169.84,169.176,0.10831528027730997,169.20908558813488,169.10077030785757
102931728.83000019,102939940.0,-8211.169999808073,169.86,169.28199999999998,0.1522167225708131,169.30922626688337,169.15700954431256
102932513.23000018,102941000.0,-8486.769999817014,169.89,169.36100000000002,0.18727093835548203,169.39857607197823,169.21130513362274
102930754.41000019,102938620.0,-7865.589999809861,169.81,169.448,0.2062191594021101,169.46187206090465,169.25565290150254
102933411.21000017,102942220.0,-8808.789999827743,169.74,169.522,0.2131305102574288,169.50466097461162,169.2915304643542
102932320.45000018,102940740.0,-8419.549999818206,169.68,169.576,0.211330223773615,169.53163620928677,169.32030598551316
102930576.13000019,102938370.0,-7793.869999811053,169.62,169.635,0.20272509648543746,169.54523063862726,169.34250554214182
102928988.5300002,102936210.0,-7221.469999805093,169.5,169.656,0.18410028055899375,169.53827207883845,169.35417179827945
102929627.11000018,102937080.0,-7452.889999821782,169.66,169.709,0.18017371217717937,169.55699945132483,169.37682573914765
102929399.88000019,102936770.0,-7370.119999811053,169.6,169.72,0.17025775447430647,169.56361492035177,169.39335716587746
102933301.44000016,102942100.0,-8798.559999838471,169.83,169.719,0.1788961607815054,169.60459724029766,169.42570107951616
102934076.30000015,102943160.0,-9083.699999853969,169.8,169.71300000000002,0.18123227785088147,169.6346592033288,169.4534269254779
102932572.50000018,102941100.0,-8527.499999821186,169.68,169.692,0.171424594325714,169.64163471050898,169.47021011618327
102932834.94000016,102941460.0,-8625.059999838471,169.69,169.68,0.16258467595901038,169.64907552427684,169.48649084831783
102933009.66000018,102941700.0,-8690.339999824762,169.72,169.678,0.15619915956389718,169.6599869820804,169.5037878225165
102931701.0600002,102939900.0,-8198.9399998039,169.59,169.669,0.13904584433055334,169.64921975406804,169.5101739097375
102930038.5200002,102937610.0,-7571.479999795556,169.38,169.645,0.10726993246018424,169.60780133036528,169.5005313979051
102932706.52000019,102941290.0,-8583.479999810457,169.66,169.661,0.10348800797530089,169.61583189492447,169.51234388694917
102932547.24000019,102941070.0,-8522.75999981165,169.64,169.659,0.09775016961276606,169.61955006493608,169.5217998953233
102931708.56000018,102939910.0,-8201.439999818802,169.55,169.654,0.08496126297987416,169.60885005494592,169.52388879196604
102931932.38000022,102940220.0,-8287.619999781251,169.55,169.626,0.07397324481473788,169.59979620033886,169.52582295552412
102931925.17000024,102940210.0,-8284.829999759793,169.57,169.603,0.0661168403284762,169.59521216951748,169.529095329189
102933789.97000022,102942800.0,-9010.029999777675,169.75,169.60999999999999,0.07356704376144307,169.61902568189942,169.54545863813797
102923882.1500002,102929020.0,-5137.849999800324,169.12,169.55299999999997,0.028309316607646906,169.54225250006874,169.5139431834611
102921390.69000018,102925550.0,-4159.30999982357,168.99,169.48,-0.017842000297548566,169.45729057698125,169.4751325772788
102923262.06000018,102928160.0,-4897.939999818802,169.07,169.42799999999997,-0.04741534544780279,169.39770741129183,169.44512275673964
102923032.94000016,102927840.0,-4807.059999838471,168.96,169.386,-0.07881992816726324,169.33036780955462,169.40918773772188
102922546.74000016,102927160.0,-4613.259999841452,168.87,169.30700000000002,-0.10970591259797402,169.25954199270006,169.36924790529804
102924024.72000016,102929230.0,-5205.279999837279,168.96,169.239,-0.12547463643858237,169.21345860920775,169.33893324564633
102925208.30000018,102930890.0,-5681.699999824166,169.03,169.18699999999998,-0.13081509373319022,169.18523420779118,169.31604930152437
