Approx net worth,Base case net worth,Difference,APPL price,SMA,MACD,EMA_12,EMA_26
102908064.84000011,102908570.0,-505.1599998921156,165.33,165.128,0.02423548159814004,165.13568731796727,165.11145183636913
102901533.81000008,102901240.0,293.81000007689,165.24,165.137,0.0307615003313515,165.15173542289537,165.12097392256402
102901435.91000009,102901130.0,305.9100000858307,165.2,165.153,0.0323330363721368,165.15916074244993,165.1268277060778
102894101.66000012,102892880.0,1221.660000115633,165.04,165.13799999999998,0.020432296388463556,165.14082832053455,165.1203960241461
102890363.18000014,102888670.0,1693.180000141263,164.98,165.129,0.006089183336968063,165.11608550199077,165.1099963186538
102892829.04000016,102891450.0,1379.0400001555681,165.17,165.146,0.009939004355487668,165.12438004014604,165.11444103579055
102889400.22000015,102887580.0,1820.2200001478195,164.98,165.128,-0.0023147142694028844,165.1021677262774,165.1044824405468
102886364.67000014,102884150.0,2214.6700001358986,164.82,165.10099999999997,-0.02465236032284679,165.0587573068501,165.08340966717296
102880132.4700001,102877100.0,3032.470000103116,164.57,165.053,-0.06181544642942072,164.98356387502702,165.04537932145644
102881147.9200001,102878250.0,2897.9200001060963,164.54,164.987,-0.09262053729435138,164.915323278869,165.00794381616336
102884861.14000012,102882460.0,2401.1400001198053,164.66,164.92,-0.10612742572365619,164.87604277442762,164.98217020015127
102884561.6000001,102882120.0,2441.6000000983477,164.64,164.85999999999999,-0.11709575796058402,164.83972850143874,164.95682425939933
102889234.40000013,102887430.0,1804.4000001251698,164.85,164.825,-0.10760261930903425,164.84130873198663,164.94891135129566
102891247.31000012,102889720.0,1527.3100001215935,164.89,164.81,-0.09574785119960438,164.84879969629637,164.94454754749597
102889974.21000013,102888270.0,1704.210000127554,164.88,164.8,-0.08616650466146325,164.85359974302,164.93976624768146
102888597.32000014,102886700.0,1897.320000141859,164.95,164.77799999999996,-0.0720937516225888,164.86843055178616,164.94052430340875
102887835.20000014,102885830.0,2005.2000001370907,164.82,164.762,-0.07061687956510809,164.86097969766521,164.93159657723032
102889375.20000015,102887590.0,1785.2000001519918,165.04,164.78400000000002,-0.051105177758643094,164.8885212826398,164.93962646039844
102892687.66000015,102891380.0,1307.6600001454353,165.22,164.849,-0.020876862351769887,164.93951800838752,164.9603948707393
102896720.92000017,102896000.0,720.9200001657009,165.29,164.924,0.008628249290097756,164.99343831478944,164.98481006549935
102894209.56000017,102893120.0,1089.560000166297,165.22,164.97999999999996,0.02606241653899133,165.028293958668,165.002231542129
102890856.21000019,102889270.0,1586.2100001871586,165.01,165.01699999999997,0.022672520035513344,165.0254795034883,165.00280698345279
102889098.81000018,102887250.0,1848.8100001811981,165.01,165.033,0.019758241919845432,165.02309804141316,165.00333979949332
102888160.2900002,102886170.0,1990.2900002002716,165.12,165.05599999999998,0.026024739214761894,165.03800603504192,165.01198129582716
102883959.1700002,102881330.0,2629.1700001955032,164.95,165.063,0.01707655630661975,165.02446664503546,165.00739008872884
102886594.85000017,102884370.0,2224.8500001728535,165.05,165.073,0.01784847503890319,165.02839485349153,165.01054637845263
102885261.21000019,102882830.0,2431.2100001871586,164.95,165.08599999999998,0.010272645270305247,165.0163341068005,165.0060614615302
102882726.76000018,102879900.0,2826.7600001841784,164.86,165.06799999999998,-0.0029593882551637307,164.9922827057543,164.99524209400946
102882355.2400002,102879470.0,2885.240000203252,164.88,165.03400000000002,-0.01169719927079882,164.97500844333055,164.98670564260135
102881250.60000019,102878190.0,3060.6000001877546,164.74,164.979,-0.029577852354009337,164.9388532982028,164.9684311505568
102879224.90000018,102875840.0,3384.9000001847744,164.8,164.93699999999998,-0.03846351670861736,164.91749125232545,164.95595476903407
102882927.2000002,102880140.0,2787.2000001966953,165.08,164.944,-0.0226507065396504,164.94249259812153,164.96514330466118
102878807.8000002,102875350.0,3457.800000205636,164.79,164.92200000000003,-0.03313752812761095,164.91903219841052,164.95216972653813
102880534.3900002,102877360.0,3174.390000194311,164.86,164.89600000000002,-0.03539201765519806,164.90995032173197,164.94534233938717
102878887.03000018,102875440.0,3447.030000180006,164.71,164.872,-0.04872083973342001,164.87918873377322,164.92790957350664
102879752.60000019,102876450.0,3302.6000001877546,164.8,164.847,-0.051428938629669574,164.86700585165426,164.91843479028392
102883253.64000018,102880540.0,2713.64000017941,165.21,164.873,-0.020258031056869186,164.919774182169,164.94003221322586
102889375.44000018,102887700.0,1675.4400001764297,165.59,164.946,0.03470787124155095,165.0228858464507,164.98817797520914
102886087.54000019,102883850.0,2237.5400001853704,165.39,164.997,0.06142237735866729,165.07936494699675,165.01794256963808
102888347.99000017,102886500.0,1847.9900001734495,165.99,165.122,0.12951582371982795,165.21946264745878,165.08994682373896
102889234.07000017,102887540.0,1694.0700001716614,166.32,165.27399999999997,0.20771421247891908,165.38877608631128,165.18106187383236
102894569.84000017,102893810.0,759.840000167489,166.75,165.44100000000003,0.3009156371479662,165.5981951499557,165.29727951280773
102902406.84000017,102903030.0,-623.159999832511,167.2,165.68200000000002,0.4064048942288707,165.84462666534714,165.43822177111826
102907254.63000017,102908740.0,-1485.3699998259544,167.25,165.921,0.48841038175118,166.0608379476014,165.57242756585023
102902539.75000016,102903180.0,-640.2499998360872,167.04,166.154,0.5303416283085483,166.21147826335505,165.6811366350465
102903776.37000017,102904640.0,-863.6299998313189,167.18,166.392,0.5683180564852819,166.36048160745426,165.79216355096898
102909114.63000016,102910950.0,-1835.3699998408556,167.47,166.61799999999997,0.6147290123903133,166.531176744769,165.91644773237869
102909156.88000014,102911000.0,-1843.1199998557568,167.26,166.785,0.6273332768470539,166.64330339941992,166.01597012257287
102915655.68000011,102918700.0,-3044.3199998885393,167.64,167.01,0.6603727059587925,166.7966413379707,166.1362686320119
102913851.6600001,102916560.0,-2708.339999899268,167.83,167.19400000000002,0.6938893788416749,166.9556195936675,166.26173021482583
102910357.3600001,102912410.0,-2052.639999896288,167.74,167.336,0.7050618219397506,167.07629350233404,166.3712316803943
102906917.6700001,102908320.0,-1402.3299998939037,167.65,167.426,0.6986007808121713,167.1645560404365,166.46595525962434
102910420.4700001,102912490.0,-2069.529999896884,168.02,167.50799999999998,0.7150931186089053,167.29616280344626,166.58106968483736
102910412.08000012,102912480.0,-2067.919999882579,168.23,167.606,0.7366173933088191,167.43983006445453,166.7032126711457
102915959.64000013,102919100.0,-3140.3599998652935,168.67,167.769,0.7801863561841742,167.62908697761537,166.8489006214312
102919893.54000014,102923800.0,-3906.459999859333,168.82,167.933,0.8173963828678836,167.81230436567455,166.99490798280667
102922067.14000015,102926400.0,-4332.859999850392,169.15,168.101,0.8635592655076039,168.0181036940323,167.1545444285247
102918309.64000015,102921900.0,-3590.3599998503923,169.02,168.277,0.8795152645500366,168.1722415872581,167.29272632270806
102919210.36000016,102922980.0,-3769.6399998366833,169.11,168.424,0.8891729246026898,168.31651211229533,167.42733918769264
102920426.54000016,102924440.0,-4013.459999844432,169.25,168.56599999999997,0.8977745337652436,168.46012563348066,167.5623510997154
102920767.66000016,102924850.0,-4082.3399998396635,168.91,168.68300000000002,0.8671601303026932,168.52933707448364,167.66217694418094
102918681.85000017,102922340.0,-3658.1499998271465,168.72,168.79000000000002,0.8181356246804512,168.5586698322554,167.74053420757494
102917071.65000015,102920400.0,-3328.349999845028,168.69,168.857,0.7680094664330284,168.57887447344686,167.81086500701383
102918099.61000016,102921640.0,-3540.3899998366833,168.81,168.91500000000002,0.7295572402684343,168.61443224676273,167.8848750064943
102918836.53000017,102922530.0,-3693.469999834895,168.74,168.922,0.6855327640395785,168.6337503626454,167.94821759860582
102916099.16000015,102919220.0,-3120.8399998545647,168.36,168.87600000000003,0.6129149235293312,168.59163492223843,167.9787199987091
102916446.08000016,102919640.0,-3193.9199998378754,168.29,168.79000000000002,0.5434517730038806,168.54522954958637,168.0017777765825
102918409.58000018,102922020.0,-3610.419999822974,168.44,168.73200000000003,0.49480170609072616,168.52904038811155,168.03423868202083
102917453.74000017,102920860.0,-3406.2599998265505,168.34,168.65500000000003,0.4430695829412059,168.499957251479,168.0568876685378
102914844.83000016,102917690.0,-2845.1699998378754,168.22,168.55200000000002,0.38791684163669515,168.4568869050976,168.0689700634609
102914787.29000016,102917620.0,-2832.709999844432,168.23,168.48399999999998,0.34108302048204564,168.4219812273903,168.08089820690824
102910986.06000015,102912990.0,-2003.9399998486042,167.95,168.40699999999998,0.27816668743514583,168.34936873086872,168.07120204343357
102910248.06000014,102912090.0,-1841.9399998635054,167.97,168.335,0.22729871496323995,168.29100431073508,168.06370559577184
102918814.80000016,102922550.0,-3735.1999998390675,168.89,168.34300000000002,0.25824490502128583,168.38315749369892,168.12491258867763
102918773.90000015,102922500.0,-3726.099999845028,168.91,168.35999999999999,0.2811429752374579,168.464210186976,168.18306721173855
102917434.02000016,102920860.0,-3425.9799998402596,168.78,168.402,0.28550877982004863,168.51279323513353,168.22728445531348
102915589.86000013,102918600.0,-3010.1399998664856,168.74,168.447,0.28248473748655556,168.54774812203607,168.2652633845495
102915614.31000012,102918630.0,-3015.6899998784065,168.85,168.488,0.28567120303736715,168.59424841095358,168.30857720791622
102913017.65000013,102915440.0,-2422.3499998748302,168.71,168.525,0.2737441181778877,168.61205634772995,168.33831222955206
102912627.41000013,102914960.0,-2332.589999869466,168.7,168.573,0.2604822241349609,168.62558614038687,168.3651039162519
102916224.57000014,102919390.0,-3165.429999858141,169.05,168.65500000000003,0.27504362083485034,168.69088058032736,168.4158369594925
102915932.61000015,102919030.0,-3097.3899998515844,169.09,168.76900000000003,0.2865086054762287,168.7522835679693,168.46577496249307
102913818.51000015,102916420.0,-2601.489999845624,168.96,168.868,0.2818557175972387,168.78423994212787,168.50238422453063
102912030.62000018,102914210.0,-2179.3799998164177,168.73,168.852,0.2566506833034907,168.77589533564665,168.51924465234316
102906148.3800002,102906930.0,-781.6199997961521,168.44,168.805,0.21084445206702185,168.72421913016254,168.51337467809552
102906955.3800002,102907930.0,-974.6199997961521,168.5,168.777,0.17733991816874095,168.6897238793683,168.51238396119956
102902377.3000002,102902250.0,127.30000020563602,168.24,168.727,0.1283282187536372,168.6205355902347,168.49220737148107
102906700.15000021,102907620.0,-919.8499997854233,168.38,168.68,0.09963440047965832,168.58353011481398,168.48389571433432
102906048.9100002,102906810.0,-761.08999979496,168.41,168.65,0.07841121635641457,168.55683317407338,168.47842195771696
102905438.63000019,102906050.0,-611.3699998110533,168.21,168.601,0.04493537447800122,168.50347422421592,168.45853884973792
102901973.9900002,102901730.0,243.99000020325184,168.0,168.496,0.0014436422430321727,168.42601665125963,168.4245730090166
102901501.40000021,102901140.0,361.4000002145767,168.01,168.388,-0.03184980771021628,168.36201408952738,168.3938638972376
102905301.4000002,102905890.0,-588.5999998003244,168.21,168.31300000000002,-0.04161704277089484,168.33862730652316,168.38024434929406
102910055.45000021,102911840.0,-1784.5499997884035,168.54,168.294,-0.022470380293981407,168.3696077209042,168.3920781011982
102911747.21000023,102913960.0,-2212.789999768138,168.76,168.326,0.010336496350817015,168.42966807153434,168.41933157518352
102913205.72000025,102915790.0,-2584.2799997478724,168.81,168.357,0.039910698891901575,168.48818067591367,168.44826997702177
102914017.64000024,102916810.0,-2792.3599997609854,168.82,168.41500000000002,0.06342426841678162,168.53922980269618,168.4758055342794
102918390.14000024,102922310.0,-3919.8599997609854,169.44,168.52100000000002,0.13058248649562643,168.67780983305062,168.547227346555
102921637.60000023,102926400.0,-4762.399999767542,169.79,168.659,0.2096314324377886,168.8489160125813,168.6392845801435
102919337.90000021,102923500.0,-4162.099999785423,169.33,168.77100000000002,0.23248024840455628,168.92292893372263,168.69044868531807
102919250.78000022,102923390.0,-4139.2199997752905,169.37,168.908,0.25092327802633463,168.9917090977653,168.74078581973896
102917565.95000024,102921260.0,-3694.049999758601,169.37,169.04399999999998,0.2625134205730433,169.0499076981091,168.78739427753607
102919082.75000021,102923180.0,-4097.249999791384,169.35,169.158,0.267006969057519,169.09607574455387,168.82906877549635
102918270.08000022,102922150.0,-3879.9199997782707,169.3,169.23399999999998,0.2634961370261806,169.1274487069302,168.86395256990403
102918096.7200002,102921930.0,-3833.279999792576,169.3,169.288,0.2577426801694287,169.15399505971018,168.89625237954075
102913327.50000021,102915870.0,-2542.4999997913837,169.02,169.309,0.22796156519424926,169.1333804351394,168.90541886994515
102912447.18000022,102914750.0,-2302.819999784231,168.94,169.321,0.19564916382972797,169.10362959896412,168.9079804351344
102913263.58000024,102915790.0,-2526.4199997633696,168.89,169.266,0.16411495576542734,169.07076350681578,168.90664855105035
102913906.46000025,102916610.0,-2703.5399997532368,169.03,169.18999999999997,0.14870650265791596,169.0644921980749,168.915785695417
102915253.22000024,102918330.0,-3076.7799997627735,169.0,169.15699999999998,0.1325465293952277,169.05457032144798,168.92202379205276
102918521.98000024,102922510.0,-3988.019999757409,169.14,169.13399999999996,0.1295431710908872,169.06771334891752,168.93817017782663
102918420.45000024,102922380.0,-3959.549999758601,169.27,169.12399999999997,0.13608420750668415,169.09883437216098,168.9627501646543
102918420.45000024,102922380.0,-3959.549999758601,169.28,169.117,0.14045585475545863,169.12670600721313,168.98625015245767
102920944.41000025,102925620.0,-4675.5899997502565,169.49,169.136,0.1590324347394585,169.1825973907188,169.02356495597934
102923776.33000025,102929260.0,-5483.669999748468,169.36,169.142,0.16140402948775545,169.209890099839,169.04848607035123
102925672.21000026,102931700.0,-6027.789999738336,169.34,169.17400000000004,0.15982731278643314,169.22990700755608,169.07007969476965
102926735.33000027,102933070.0,-6334.669999733567,169.27,169.20700000000002,0.15118655397157,169.23607516023975,169.08488860626818
102925417.83000025,102931370.0,-5952.169999748468,169.19,169.23700000000002,0.13631203861552876,169.22898667404903,169.0926746354335
102925301.73000026,102931220.0,-5918.269999742508,169.22,169.256,0.12549796489079768,169.2276041088107,169.1021061439199
102925811.91000026,102931880.0,-6068.089999735355,169.14,169.27000000000004,0.10921345738691457,169.21412655360905,169.10491309622213
102926089.83000027,102932240.0,-6150.169999733567,169.12,169.268,0.09361490071137268,169.1996455453615,169.10603064465013
102923321.94000025,102928650.0,-5328.059999749064,169.12,169.253,0.08032697282357049,169.18739238453665,169.10706541171308
102927872.64000025,102934560.0,-6687.359999746084,169.27,169.25199999999998,0.0809666079790361,169.2001012484541,169.11913464047507
102925488.74000025,102931460.0,-5971.259999752045,169.06,169.209,0.06379291349421123,169.1785472102304,169.11475429673618
102924774.50000025,102930530.0,-5755.49999974668,168.92,169.165,0.038442663815288824,169.1387707163488,169.1003280525335
102926899.09000023,102933300.0,-6400.909999772906,169.08,169.139,0.030906796815401094,169.12972906767976,169.09882227086436
102930744.41000023,102938320.0,-7575.589999765158,169.14,169.126,0.029436738091078496,169.13130921111363,169.10187247302255
102932197.91000026,102940220.0,-8022.089999735355,169.29,169.136,0.039915333243357054,169.15572317863462,169.11580784539126
102933985.67000027,102942560.0,-8574.329999729991,169.41,169.15499999999997,0.05724283277012887,169.1948426896139,169.13759985684376
102930002.81000026,102937340.0,-7337.189999744296,169.15,169.156,0.0494254283222233,169.18794381428867,169.13851838596645
102929827.55000025,102937110.0,-7282.4499997496605,169.18,169.16199999999998,0.04513059089640592,169.1867216890135,169.1415910981171
102928762.15000024,102935710.0,-6947.849999755621,169.21,169.171,0.043644543444287365,169.1903029676268,169.1466584241825
102928648.15000024,102935560.0,-6911.849999755621,168.95,169.13899999999998,0.021242146797277428,169.1533332802996,169.1320911335023
102922014.49000025,102926820.0,-4805.509999752045,168.76,169.10899999999998,-0.011708359371141341,169.0928204679458,169.10452882731695
102925001.01000023,102930760.0,-5758.989999771118,169.03,169.11999999999998,-0.01585239287209106,169.08315578056954,169.09900817344163
102920504.43000023,102924820.0,-4315.56999976933,168.81,169.09300000000002,-0.03646834626601958,169.04113181432808,169.0776001605941
102918138.15000024,102921690.0,-3551.849999755621,168.67,169.04600000000002,-0.0633729439818751,168.98403461212376,169.04740755610564
