Random net worth,Base case net worth,Difference
102885993.09000006,102885830.0,163.09000006318092
102887750.09000006,102887590.0,160.09000006318092
102891522.76000005,102891380.0,142.7600000500679
102896130.37000003,102896000.0,130.3700000345707
102893264.16000004,102893120.0,144.1600000411272
102889418.10000004,102889270.0,148.10000003874302
102887406.51000002,102887250.0,156.51000002026558
102886327.58000003,102886170.0,157.58000002801418
102881506.06000002,102881330.0,176.06000001728535
102884536.61000003,102884370.0,166.61000002920628
102883002.76000004,102882830.0,172.76000003516674
102880091.45000003,102879900.0,191.45000003278255
102879658.83000004,102879470.0,188.83000004291534
102878380.13000005,102878190.0,190.13000005483627
102876031.53000006,102875840.0,191.53000006079674
102880328.72000006,102880140.0,188.72000005841255
102875546.54000005,102875350.0,196.54000005126
102877548.25000006,102877360.0,188.25000005960464
102875627.53000006,102875440.0,187.53000006079674
102876638.63000007,102876450.0,188.63000006973743
102880714.38000005,102880540.0,174.38000005483627
102887874.47000006,102887700.0,174.47000005841255
102884027.77000006,102883850.0,177.77000005543232
102886674.95000006,102886500.0,174.95000006258488
102887715.26000005,102887540.0,175.2600000500679
102893969.68000007,102893810.0,159.6800000667572
102903184.17000006,102903030.0,154.17000006139278
102908878.59000006,102908740.0,138.59000006318092
102903322.30000004,102903180.0,142.30000004172325
102904781.16000003,102904640.0,141.16000002622604
102911073.08000003,102910950.0,123.08000002801418
102911127.22000001,102911000.0,127.22000001370907
102918790.27000001,102918700.0,90.27000001072884
102916672.55999999,102916560.0,112.55999998748302
102912543.99999999,102912410.0,133.99999998509884
102908474.47,102908320.0,154.4699999988079
102912627.23999998,102912490.0,137.23999997973442
102912616.30999999,102912480.0,136.30999998748302
102919213.53999999,102919100.0,113.53999999165535
102923887.2,102923800.0,87.20000000298023
102926479.85999998,102926400.0,79.85999998450279
102922004.78,102921900.0,104.7800000011921
102923079.24,102922980.0,99.23999999463558
102924532.00999999,102924440.0,92.00999999046326
102924942.4,102924850.0,92.40000000596046
102922439.65,102922340.0,99.65000000596046
102920502.67,102920400.0,102.67000000178814
102921733.52000001,102921640.0,93.52000001072884
102922609.68,102922530.0,79.68000000715256
102919322.41000003,102919220.0,102.41000002622604
102919736.55000003,102919640.0,96.55000002682209
102922100.84000003,102922020.0,80.8400000333786
102920953.42000002,102920860.0,93.4200000166893
102917798.98000003,102917690.0,108.98000003397465
102917734.43000004,102917620.0,114.43000003695488
102913116.87000003,102912990.0,126.8700000345707
102912221.23000003,102912090.0,131.23000003397465
102922653.08000004,102922550.0,103.08000004291534
102922607.60000002,102922500.0,107.60000002384186
102920975.53000002,102920860.0,115.53000001609325
102918725.83000001,102918600.0,125.83000001311302
102918753.72000001,102918630.0,123.72000001370907
102915583.23,102915440.0,143.23000000417233
102915105.81,102914960.0,145.8100000023842
102919519.32000002,102919390.0,129.32000002264977
102919159.26000002,102919030.0,129.26000002026558
102916563.11000003,102916420.0,143.11000002920628
102914361.04000005,102914210.0,151.04000005126
102907115.60000004,102906930.0,185.60000003874302
102908116.83000003,102907930.0,186.83000002801418
102902461.84000003,102902250.0,211.8400000333786
102907801.37000003,102907620.0,181.3700000345707
102907001.60000004,102906810.0,191.60000003874302
102906243.01000002,102906050.0,193.01000002026558
102901946.95,102901730.0,216.95000000298023
102901353.78000002,102901140.0,213.78000001609325
102906090.61000001,102905890.0,200.61000001430511
102912015.65000002,102911840.0,175.65000002086163
102914120.09000003,102913960.0,160.0900000333786
102915943.64000005,102915790.0,153.64000004529953
102916950.59000005,102916810.0,140.59000004827976
102922436.60000004,102922310.0,126.60000003874302
102926503.95000005,102926400.0,103.95000004768372
102923613.67000005,102923500.0,113.67000004649162
102923508.79000005,102923390.0,118.79000005126
102921391.00000004,102921260.0,131.00000004470348
102923295.17000006,102923180.0,115.17000006139278
102922270.53000006,102922150.0,120.53000006079674
102922055.06000003,102921930.0,125.06000003218651
102916026.97000003,102915870.0,156.97000002861023
102914925.27000003,102914750.0,175.27000002563
102915951.19,102915790.0,161.1899999976158
102916759.89000002,102916610.0,149.8900000154972
102918471.21000001,102918330.0,141.21000000834465
102922618.22,102922510.0,108.2199999988079
102922497.21000001,102922380.0,117.21000000834465
102922498.73000002,102922380.0,118.73000001907349
102925721.09000003,102925620.0,101.0900000333786
102929320.31000002,102929260.0,60.31000001728535
102931742.94000003,102931700.0,42.94000002741814
102933090.64000002,102933070.0,20.640000015497208
102931407.84,102931370.0,37.84000000357628
102931259.44,102931220.0,39.439999997615814
102931907.03,102931880.0,27.030000001192093
102932264.11,102932240.0,24.109999999403954
102928698.46999998,102928650.0,48.469999983906746
102934553.75999998,102934560.0,-6.240000024437904
102931478.24999999,102931460.0,18.24999998509884
102930561.92999998,102930530.0,31.929999977350235
102933303.69999999,102933300.0,3.699999988079071
102938268.17999999,102938320.0,-51.820000007748604
102940151.10999997,102940220.0,-68.89000003039837
102942463.06999998,102942560.0,-96.93000002205372
102937300.07,102937340.0,-39.93000000715256
102937075.85999998,102937110.0,-34.14000001549721
102935698.34999998,102935710.0,-11.650000020861626
102935537.46999998,102935560.0,-22.530000016093254
102926871.54999998,102926820.0,51.54999998211861
102930786.22,102930760.0,26.219999998807907
102924908.44999997,102924820.0,88.44999997317791
102921807.18999998,102921690.0,117.18999998271465
102921621.71999998,102921510.0,111.71999998390675
102921803.72999999,102921700.0,103.72999998927116
102921576.15999998,102921470.0,106.15999998152256
102918742.32999997,102918610.0,132.32999996840954
102922201.61,102922100.0,101.60999999940395
102925328.88000004,102925250.0,78.88000003993511
102924557.83000004,102924470.0,87.83000004291534
102926284.57000004,102926220.0,64.57000003755093
102926843.79000002,102926780.0,63.79000002145767
102923838.48,102923750.0,88.48000000417233
102931830.51000002,102931830.0,0.5100000202655792
102930099.59000003,102930080.0,19.5900000333786
102935982.90000002,102936020.0,-37.099999979138374
102941216.99000002,102941300.0,-83.0099999755621
102939876.03,102939940.0,-63.96999999880791
102940925.55,102941000.0,-74.45000000298023
102938564.53,102938620.0,-55.46999999880791
102942135.67000002,102942220.0,-84.3299999833107
102940666.28000002,102940740.0,-73.71999998390675
102938311.16000004,102938370.0,-58.839999958872795
102936165.14000005,102936210.0,-44.85999995470047
102937030.72000004,102937080.0,-49.27999995648861
102936709.85000001,102936770.0,-60.1499999910593
102942009.28000002,102942100.0,-90.71999998390675
102943056.91000001,102943160.0,-103.08999998867512
102941015.03000003,102941100.0,-84.96999996900558
102941362.37000002,102941460.0,-97.62999998033047
102941599.91,102941700.0,-100.09000000357628
102939810.29,102939900.0,-89.70999999344349
102937535.76,102937610.0,-74.23999999463558
102941192.88,102941290.0,-97.12000000476837
102940975.96,102941070.0,-94.04000000655651
102939823.76,102939910.0,-86.23999999463558
102940131.67999999,102940220.0,-88.3200000077486
102940122.87999998,102940210.0,-87.12000001966953
102942696.43999998,102942800.0,-103.56000001728535
102929018.58000001,102929020.0,-1.4199999868869781
102925570.45,102925550.0,20.450000002980232
102928165.58,102928160.0,5.579999998211861
102927848.72,102927840.0,8.719999998807907
102927170.12,102927160.0,10.120000004768372
102929224.31,102929230.0,-5.689999997615814
102930873.78,102930890.0,-16.219999998807907
