Random net worth,Base case net worth,Difference
102906140.0,102906140.0,0.0
102905690.44,102905690.0,0.4399999976158142
102911830.39,102911830.0,0.39000000059604645
102913220.96,102913220.0,0.9599999934434891
102916890.94000001,102916890.0,0.9400000125169754
102920002.75000003,102920000.0,2.7500000298023224
102914491.44000003,102914490.0,1.4400000274181366
102914671.60000002,102914670.0,1.600000023841858
102917900.58000001,102917900.0,0.5800000131130219
102907096.37000003,102907100.0,-3.629999965429306
102909307.87000002,102909310.0,-2.1299999803304672
102901140.56000002,102901150.0,-9.439999982714653
102902973.39000002,102902980.0,-6.609999984502792
102902382.28000002,102902390.0,-7.719999983906746
102905951.04000002,102905960.0,-8.959999978542328
102905153.98000002,102905160.0,-6.019999980926514
102903923.45000002,102903930.0,-6.549999982118607
102901720.0,102901730.0,-10.0
102896869.28999999,102896880.0,-10.71000000834465
102893055.29,102893070.0,-14.709999993443489
102884425.07000001,102884450.0,-24.929999992251396
102883851.96000001,102883880.0,-28.03999999165535
102889976.68,102889990.0,-13.319999992847443
102892250.96000001,102892260.0,-9.03999999165535
102892619.58,102892630.0,-10.42000000178814
102892477.37,102892490.0,-12.629999995231628
102890178.53,102890200.0,-21.469999998807907
102885534.79,102885560.0,-25.20999999344349
102885583.52000001,102885610.0,-26.479999989271164
102889485.73,102889510.0,-24.269999995827675
102885885.17,102885910.0,-24.82999999821186
102879990.70000002,102880030.0,-39.29999998211861
102887624.83000001,102887650.0,-25.169999986886978
102884865.19000003,102884900.0,-34.80999997258186
102881166.12000003,102881210.0,-43.879999965429306
102876500.31000005,102876550.0,-49.68999995291233
102874205.92000005,102874260.0,-54.07999995350838
102872095.06000005,102872160.0,-64.93999995291233
102874431.75000004,102874490.0,-58.249999955296516
102878604.79,102878650.0,-45.20999999344349
102875584.89000002,102875640.0,-55.10999998450279
102868703.16000001,102868780.0,-76.83999998867512
102859364.00000003,102859460.0,-95.99999997019768
102864383.00000004,102864470.0,-86.99999995529652
102865995.06000005,102866080.0,-84.93999995291233
102866240.85000005,102866320.0,-79.14999994635582
102867054.81000006,102867130.0,-75.18999993801117
102874855.06000003,102874920.0,-64.93999996781349
102877519.82000005,102877590.0,-70.17999994754791
102886072.80000004,102886130.0,-57.19999995827675
102889120.27000004,102889170.0,-49.72999995946884
102888269.48000003,102888320.0,-50.51999996602535
102890306.44000003,102890350.0,-43.55999997258186
102898898.66000004,102898930.0,-31.339999958872795
102898233.17000003,102898270.0,-36.82999996840954
102900438.86000003,102900470.0,-31.139999970793724
102896456.00000001,102896490.0,-33.99999998509884
102893320.05000003,102893360.0,-39.94999997317791
102896402.46000002,102896450.0,-47.53999997675419
102893625.85000002,102893670.0,-44.14999997615814
102899089.58000004,102899130.0,-40.419999957084656
102907293.74000004,102907340.0,-46.259999960660934
102905689.97000004,102905740.0,-50.02999995648861
102901024.54000004,102901070.0,-45.45999996364117
102903665.07000004,102903710.0,-44.929999962449074
102898995.00000003,102899040.0,-44.99999997019768
102899037.69000001,102899090.0,-52.309999987483025
102903315.77,102903370.0,-54.230000004172325
102905641.93000002,102905700.0,-58.06999997794628
102903704.30000003,102903750.0,-45.69999997317791
102903568.15000002,102903610.0,-41.849999979138374
102908520.77000003,102908570.0,-49.22999997437
102901205.63000003,102901240.0,-34.36999997496605
102901096.06000005,102901130.0,-33.93999995291233
102892852.59000005,102892880.0,-27.409999951720238
102888650.42000005,102888670.0,-19.579999953508377
102891426.90000004,102891450.0,-23.099999964237213
102887559.00000004,102887580.0,-20.999999955296516
102884130.72000003,102884150.0,-19.27999997138977
102877082.88000003,102877100.0,-17.11999997496605
102878233.69000001,102878250.0,-16.309999987483025
102882441.91000003,102882460.0,-18.089999973773956
102882088.63000001,102882120.0,-31.36999998986721
102887397.37000002,102887430.0,-32.62999998033047
102889687.53000002,102889720.0,-32.469999983906746
102888241.20000002,102888270.0,-28.799999982118607
102886670.31,102886700.0,-29.689999997615814
102885798.52000003,102885830.0,-31.479999974370003
102887554.10000002,102887590.0,-35.89999997615814
102891339.35000002,102891380.0,-40.64999997615814
102895956.26000005,102896000.0,-43.7399999499321
102893083.70000003,102893120.0,-36.299999967217445
102889239.10000004,102889270.0,-30.89999996125698
102887219.70000003,102887250.0,-30.299999967217445
102886143.91000004,102886170.0,-26.089999958872795
102881323.56000005,102881330.0,-6.439999952912331
102884351.54000005,102884370.0,-18.459999948740005
102882815.69000006,102882830.0,-14.309999942779541
102879899.73000005,102879900.0,-0.2699999511241913
102879463.86000004,102879470.0,-6.139999955892563
102878186.03000003,102878190.0,-3.9699999690055847
102875842.35000004,102875840.0,2.350000038743019
102880138.52000003,102880140.0,-1.4799999743700027
102875356.24000002,102875350.0,6.240000024437904
102877359.35000004,102877360.0,-0.6499999612569809
102875440.75000003,102875440.0,0.7500000298023224
102876450.15000004,102876450.0,0.15000003576278687
102880526.62000003,102880540.0,-13.379999965429306
102887683.41000006,102887700.0,-16.589999943971634
102883840.65000005,102883850.0,-9.349999949336052
102886480.74000007,102886500.0,-19.259999930858612
102887518.18000005,102887540.0,-21.81999994814396
102893777.81000005,102893810.0,-32.18999995291233
102902977.48000006,102903030.0,-52.51999993622303
102908674.66000006,102908740.0,-65.33999994397163
102903124.43000007,102903180.0,-55.5699999332428
102904576.70000006,102904640.0,-63.29999993741512
102910865.74000005,102910950.0,-84.25999994575977
102910917.64000006,102911000.0,-82.35999993979931
102918599.91000006,102918700.0,-100.08999994397163
102916469.91000006,102916560.0,-90.08999994397163
102912333.1300001,102912410.0,-76.86999990046024
102908253.86000009,102908320.0,-66.13999991118908
102912410.66000009,102912490.0,-79.33999991416931
102912402.27000009,102912480.0,-77.72999991476536
102918998.68000008,102919100.0,-101.31999991834164
102923685.16000009,102923800.0,-114.83999991416931
102926279.9100001,102926400.0,-120.08999989926815
102921790.07000011,102921900.0,-109.92999988794327
102922874.29000013,102922980.0,-105.7099998742342
102924333.8700001,102924440.0,-106.12999990582466
102924748.11000007,102924850.0,-101.88999992609024
102922241.06000009,102922340.0,-98.93999990820885
102920304.51000008,102920400.0,-95.48999992012978
102921537.25000007,102921640.0,-102.7499999254942
102922430.58000007,102922530.0,-99.41999992728233
102919128.52000007,102919220.0,-91.47999992966652
102919550.55000007,102919640.0,-89.44999992847443
102921930.28000008,102922020.0,-89.7199999243021
102920773.81000006,102920860.0,-86.18999993801117
102917603.11000006,102917690.0,-86.8899999409914
102917539.12000008,102917620.0,-80.87999992072582
102912911.61000007,102912990.0,-78.38999992609024
102912006.78000008,102912090.0,-83.2199999243021
102922445.86000007,102922550.0,-104.13999992609024
102922400.30000009,102922500.0,-99.69999991357327
102920757.99000007,102920860.0,-102.00999993085861
102918506.86000006,102918600.0,-93.1399999409914
102918534.46000007,102918630.0,-95.5399999320507
102915357.71000008,102915440.0,-82.28999991714954
102914881.01000006,102914960.0,-78.98999993503094
102919295.17000008,102919390.0,-94.82999992370605
102918933.14000009,102919030.0,-96.85999990999699
102916336.3700001,102916420.0,-83.62999990582466
102914133.31000009,102914210.0,-76.68999990820885
102906884.18000008,102906930.0,-45.81999991834164
102907880.39000008,102907930.0,-49.60999992489815
102902226.55000007,102902250.0,-23.449999928474426
102907575.80000007,102907620.0,-44.199999928474426
102906767.48000006,102906810.0,-42.51999993622303
102906010.43000005,102906050.0,-39.56999994814396
102901702.03000008,102901730.0,-27.9699999243021
102901110.53000006,102901140.0,-29.469999939203262
102905842.10000007,102905890.0,-47.89999993145466
102911762.97000006,102911840.0,-77.02999994158745
102913880.49000004,102913960.0,-79.50999996066093
102915698.81000003,102915790.0,-91.18999996781349
102916705.17000002,102916810.0,-104.8299999833107
102922176.31000003,102922310.0,-133.6899999678135
102926250.85000005,102926400.0,-149.14999994635582
102923367.36000004,102923500.0,-132.63999995589256
102923258.22000003,102923390.0,-131.77999997138977
102921133.48000005,102921260.0,-126.51999995112419
102923046.88000005,102923180.0,-133.11999994516373
102922020.49000008,102922150.0,-129.50999991595745
102921804.76000008,102921930.0,-125.23999992012978
102915770.15000008,102915870.0,-99.84999991953373
102914654.3400001,102914750.0,-95.65999990701675
102915695.58000007,102915790.0,-94.41999992728233
102916507.44000009,102916610.0,-102.55999991297722
102918223.47000007,102918330.0,-106.52999992668629
102922388.30000007,102922510.0,-121.69999992847443
102922261.97000009,102922380.0,-118.02999991178513
102922259.9700001,102922380.0,-120.02999989688396
102925490.1000001,102925620.0,-129.89999990165234
102929130.45000009,102929260.0,-129.5499999076128
102931558.58000007,102931700.0,-141.41999992728233
102932924.66000006,102933070.0,-145.33999994397163
102931228.93000005,102931370.0,-141.06999994814396
102931078.83000006,102931220.0,-141.1699999421835
102931741.34000006,102931880.0,-138.65999993681908
102932101.48000006,102932240.0,-138.51999993622303
102928539.36000006,102928650.0,-110.6399999409914
102934419.27000006,102934560.0,-140.72999994456768
102931333.81000005,102931460.0,-126.18999995291233
102930412.30000006,102930530.0,-117.69999994337559
102933171.93000007,102933300.0,-128.0699999332428
102938167.63000007,102938320.0,-152.36999993026257
102940053.24000007,102940220.0,-166.7599999308586
102942377.76000006,102942560.0,-182.23999993503094
102937198.90000007,102937340.0,-141.0999999344349
102936967.91000004,102937110.0,-142.0899999588728
102935559.88000004,102935710.0,-150.1199999600649
102935408.79000004,102935560.0,-151.20999996364117
102926709.11000004,102926820.0,-110.88999995589256
102930630.39000005,102930760.0,-129.60999995470047
102924732.66000004,102924820.0,-87.3399999588728
102921619.25000003,102921690.0,-70.74999997019768
102921434.17000002,102921510.0,-75.8299999833107
102921614.44,102921700.0,-85.56000000238419
102921393.04,102921470.0,-76.95999999344349
102918560.90000002,102918610.0,-49.099999979138374
102922037.74000002,102922100.0,-62.259999975562096
102925169.11000001,102925250.0,-80.88999998569489
102924390.46000002,102924470.0,-79.53999997675419
102926126.00000003,102926220.0,-93.99999997019768
102926688.14000003,102926780.0,-91.85999996960163
102923676.90000004,102923750.0,-73.09999996423721
102931706.32000005,102931830.0,-123.67999994754791
102929963.67000006,102930080.0,-116.32999993860722
102935867.46000005,102936020.0,-152.53999994695187
102941111.52000006,102941300.0,-188.47999994456768
102939757.26000005,102939940.0,-182.7399999499321
102940811.87000006,102941000.0,-188.12999993562698
102938443.65000005,102938620.0,-176.34999994933605
102942018.81000005,102942220.0,-201.18999995291233
102940546.08000004,102940740.0,-193.91999995708466
102938189.93000005,102938370.0,-180.06999994814396
102936042.54000002,102936210.0,-167.45999997854233
102936907.84000002,102937080.0,-172.15999998152256
102936603.78999999,102936770.0,-166.21000000834465
102941909.25,102942100.0,-190.75
102942964.89999999,102943160.0,-195.1000000089407
102940922.00999998,102941100.0,-177.9900000244379
102941283.04999998,102941460.0,-176.9500000178814
102941520.41999997,102941700.0,-179.58000002801418
102939731.75999998,102939900.0,-168.2400000244379
102937449.44,102937610.0,-160.5600000023842
102941107.05,102941290.0,-182.95000000298023
102940886.19999999,102941070.0,-183.80000001192093
102939737.17999996,102939910.0,-172.82000003755093
102940048.99999997,102940220.0,-171.00000002980232
102940039.61999997,102940210.0,-170.38000002503395
102942620.65,102942800.0,-179.34999999403954
102928914.73000002,102929020.0,-105.26999998092651
102925452.87000003,102925550.0,-97.1299999654293
102928049.22000003,102928160.0,-110.77999997138977
102927731.92000003,102927840.0,-108.07999996840954
102927055.06000002,102927160.0,-104.93999998271465
102929111.69000001,102929230.0,-118.30999998748302
102930763.49,102930890.0,-126.51000000536442
