Approx net worth,Base case net worth,Difference
100305530.0,100305530.0,0.0
100305380.14999999,100305380.0,0.14999999105930328
100306158.59,100306160.0,-1.4099999964237213
100306188.5,100306190.0,-1.5
100306338.2,100306340.0,-1.7999999970197678
100306627.91,100306630.0,-2.0900000035762787
100306497.91000001,100306500.0,-2.0899999886751175
100306557.55,100306560.0,-2.4500000029802322
100307117.31,100307120.0,-2.689999997615814
100306266.92000002,100306270.0,-3.0799999833106995
100306696.96000001,100306700.0,-3.0399999916553497
100306138.96000002,100306140.0,-1.0399999767541885
100306327.82000002,100306330.0,-2.179999977350235
100306197.33000003,100306200.0,-2.669999971985817
100306376.69000003,100306380.0,-3.3099999725818634
100306408.40000004,100306410.0,-1.5999999642372131
100306091.60000004,100306090.0,1.600000038743019
100305652.26000004,100305650.0,2.2600000351667404
100305044.06000003,100305040.0,4.060000032186508
100304672.89000003,100304670.0,2.890000030398369
100304311.49000002,100304310.0,1.4900000244379044
100304239.92000002,100304240.0,-0.07999998331069946
100304781.28000003,100304780.0,1.2800000309944153
100304763.02000004,100304760.0,3.0200000405311584
100304981.78000005,100304980.0,1.7800000458955765
100304884.30000004,100304880.0,4.300000041723251
100304923.80000006,100304920.0,3.8000000566244125
100304500.96000005,100304500.0,0.9600000530481339
100304569.90000007,100304570.0,-0.09999993443489075
100305116.34000006,100305110.0,6.3400000631809235
100304561.20000006,100304560.0,1.200000062584877
100304835.35000007,100304830.0,5.3500000685453415
100305321.33000007,100305310.0,11.330000072717667
100305180.41000007,100305170.0,10.410000070929527
100304958.67000009,100304950.0,8.670000091195107
100304604.50000007,100304600.0,4.500000074505806
100304472.16000009,100304470.0,2.1600000858306885
100304663.11000009,100304660.0,3.1100000888109207
100304754.69000009,100304750.0,4.690000087022781
100304795.49000007,100304790.0,5.490000069141388
100304549.41000009,100304550.0,-0.5899999141693115
100304046.94000007,100304060.0,-13.05999992787838
100303831.98000006,100303850.0,-18.01999993622303
100304084.47000007,100304100.0,-15.529999926686287
100304292.07000008,100304300.0,-7.92999991774559
100304105.31000008,100304120.0,-14.689999923110008
100304221.01000008,100304230.0,-8.989999920129776
100305003.07000007,100304990.0,13.070000067353249
100304901.99000007,100304890.0,11.990000069141388
100305306.94000007,100305280.0,26.94000007212162
100305184.00000007,100305160.0,24.000000074505806
100304988.31000006,100304970.0,18.31000006198883
100304961.31000006,100304940.0,21.31000006198883
100305944.24000008,100305890.0,54.24000008404255
100305921.60000008,100305870.0,51.6000000834465
100306055.67000009,100306000.0,55.67000009119511
100305900.95000009,100305850.0,50.9500000923872
100305612.27000009,100305570.0,42.27000008523464
100305428.47000009,100305390.0,38.470000088214874
100305171.0400001,100305140.0,31.040000095963478
100305448.36000009,100305410.0,38.36000008881092
100306242.31000009,100306180.0,62.31000009179115
100305850.4300001,100305800.0,50.430000096559525
100305634.16000009,100305590.0,44.16000008583069
100305994.76000008,100305940.0,54.760000079870224
100305696.25000009,100305650.0,46.25000008940697
100305572.7900001,100305530.0,42.79000009596348
100305881.4900001,100305830.0,51.49000009894371
100305799.11000009,100305750.0,49.11000008881092
100305757.8700001,100305710.0,47.87000009417534
100305820.33000009,100305770.0,50.33000008761883
100306190.11000007,100306130.0,60.11000007390976
100305923.33000007,100305870.0,53.33000007271767
100305790.10000008,100305740.0,50.1000000834465
100305216.82000008,100305180.0,36.82000008225441
100305175.6200001,100305140.0,35.62000009417534
100305380.7600001,100305340.0,40.760000094771385
100305033.16000009,100305000.0,33.16000008583069
100304858.82000008,100304830.0,28.82000008225441
100304500.17000009,100304480.0,20.170000091195107
100304377.53000009,100304360.0,17.53000009059906
100304439.75000009,100304420.0,19.750000089406967
100304398.7100001,100304380.0,18.710000097751617
100304666.3700001,100304640.0,26.37000009417534
100304810.0500001,100304780.0,30.050000101327896
