Random net worth,Base case net worth,Difference
102938732.21999997,102938620.0,112.21999996900558
102942296.24999999,102942220.0,76.24999998509884
102940833.29999998,102940740.0,93.2999999821186
102938483.23999996,102938370.0,113.23999996483326
102936336.55999999,102936210.0,126.55999998748302
102937204.50999999,102937080.0,124.50999999046326
102936901.90999997,102936770.0,131.9099999666214
102942184.68999997,102942100.0,84.68999996781349
102943238.92999998,102943160.0,78.92999997735023
102941182.51999998,102941100.0,82.51999998092651
102941544.97999999,102941460.0,84.97999998927116
102941783.32999997,102941700.0,83.32999996840954
102939999.97999996,102939900.0,99.97999995946884
102937730.09999998,102937610.0,120.09999997913837
102941381.23999998,102941290.0,91.23999997973442
102941167.85999998,102941070.0,97.85999998450279
102940011.57999998,102939910.0,101.5799999833107
102940316.02999999,102940220.0,96.02999998629093
102940304.35999998,102940210.0,94.35999998450279
102942876.07999997,102942800.0,76.07999996840954
102929204.73999998,102929020.0,184.73999997973442
102925783.87,102925550.0,233.87000000476837
102928359.71000004,102928160.0,199.71000003814697
102928035.75000004,102927840.0,195.75000004470348
102927364.12000003,102927160.0,204.1200000345707
102929424.85000002,102929230.0,194.85000002384186
102931061.89000003,102930890.0,171.89000003039837
